area_type,availability,location,bath,balcony,price,total_sqft,bhk
Super built-up  Area,Ready To Move,Hebbal Kempapura,5.0,2.0,310.0,3900.0,4.0
Built-up  Area,Ready To Move,Banashankari,2.0,3.0,65.0,1186.0,2.0
Plot  Area,Ready To Move,Byrathi Village,3.0,1.0,51.0,900.0,4.0
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,35.5,750.0,2.0
Built-up  Area,Ready To Move,Varthur,2.0,2.0,28.0,1083.0,2.0
Built-up  Area,Ready To Move,Nagaraja Garden,2.0,1.0,78.65,1430.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,68.0,1056.0,2.0
Super built-up  Area,Ready To Move,VGP Layout,3.0,3.0,85.0,2108.0,3.0
Super built-up  Area,Ready To Move,Banashankari,3.0,2.0,101.0,1650.0,3.0
Built-up  Area,18-Jul,Electronic City Phase II,3.0,1.0,36.6,1220.0,3.0
Super built-up  Area,Ready To Move,Rayasandra,2.0,1.0,54.0,1198.0,2.0
Super built-up  Area,Ready To Move,Ejipura,2.0,1.0,70.0,1190.0,2.0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2.0,1.0,41.0,900.0,2.0
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4.0,2.0,185.0,2690.0,4.0
Built-up  Area,Ready To Move,Kanakapura,2.0,2.0,65.0,1340.0,2.0
Plot  Area,18-Sep,Bommenahalli,3.0,2.0,2250.0,2940.0,4.0
Plot  Area,Ready To Move,Giri Nagar,6.0,1.0,400.0,2400.0,6.0
Super built-up  Area,19-Dec,Yelahanka,2.0,2.0,59.2,1260.0,2.0
Super built-up  Area,21-Feb,Talaghattapura,3.0,2.0,153.0,2254.0,3.0
Super built-up  Area,Ready To Move,Old Madras Road,5.0,1.0,210.0,2990.0,3.0
Built-up  Area,Ready To Move,1st Block BEL Layout,5.0,1.0,250.0,1800.0,4.0
Built-up  Area,Ready To Move,JP Nagar,2.0,1.0,45.0,820.0,2.0
Super built-up  Area,Ready To Move,Electronic City,2.0,2.0,65.0,1296.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,53.55,1190.0,2.0
Super built-up  Area,19-Dec,Whitefield,2.0,1.0,77.0,1173.0,2.0
Plot  Area,16-Dec,Sarjapura - Attibele Road,3.0,2.0,90.0,1800.0,3.0
Built-up  Area,Ready To Move,Yelahanka,2.0,0.0,52.0,1102.0,2.0
Super built-up  Area,Ready To Move,Sarjapur,2.0,1.0,36.0,913.0,2.0
Super built-up  Area,18-Apr,Hormavu,2.0,1.0,35.27,1176.0,3.0
Built-up  Area,Ready To Move,Prithvi Layout,3.0,2.0,65.0,1620.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,3.0,2.0,225.0,2968.0,3.0
Super built-up  Area,17-Dec,Yelahanka,2.0,3.0,65.0,1519.0,2.0
Super built-up  Area,Ready To Move,Hosur Road,2.0,2.0,106.0,1345.0,2.0
Super built-up  Area,19-Dec,Dodsworth Layout,3.0,2.0,99.0,1594.0,3.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2.0,1.0,68.0,1250.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,60.0,1056.0,2.0
Plot  Area,18-Dec,Whitefield,3.0,1.0,68.4,1200.0,3.0
Plot  Area,Ready To Move,Kothnur Narayanapura,1.0,0.0,77.5,1290.0,2.0
Built-up  Area,Ready To Move,Amruthnagar,2.0,1.0,48.0,1150.0,2.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2.0,1.0,145.0,1464.0,2.0
Plot  Area,Ready To Move,Anekal,2.0,1.0,36.0,1200.0,4.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,0.0,36.5,861.0,2.0
Super built-up  Area,Ready To Move,Kundalahalli,2.0,1.0,82.62,1047.0,2.0
Plot  Area,Ready To Move,Lakshmipura,2.0,0.0,75.0,1200.0,2.0
Plot  Area,Ready To Move,Kirloskar Layout,10.0,2.0,190.0,1200.0,10.0
Built-up  Area,Ready To Move,Hongasandra,2.0,1.0,45.0,1065.0,2.0
Built-up  Area,Ready To Move,Rajaji Nagar,3.0,3.0,369.0,2300.0,3.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,1.0,62.0,1000.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1.0,113.0,1682.0,3.0
Super built-up  Area,Ready To Move,Harlur,3.0,2.0,131.0,1756.0,3.0
Plot  Area,Ready To Move,BEL Road,4.0,2.0,1000.0,4000.0,5.0
Super built-up  Area,Ready To Move,Vignana Nagar,4.0,2.0,90.0,1050.0,4.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.32,1238.0,2.0
Super built-up  Area,Ready To Move,Dasanapura,2.0,1.0,42.0,814.0,2.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,1.0,46.5,1145.0,2.0
Super built-up  Area,Ready To Move,Varthur,2.0,1.0,34.0,965.0,2.0
Super built-up  Area,Ready To Move,Doddabele,2.0,1.0,36.0,750.0,2.0
Built-up  Area,Ready To Move,Banashankari,2.0,2.0,55.0,1300.0,3.0
Super built-up  Area,18-May,1st Phase JP Nagar,3.0,3.0,131.0,1590.0,3.0
Super built-up  Area,20-Aug,Begur Road,1.0,1.0,40.0,644.0,1.0
Super built-up  Area,18-Mar,Whitefield,2.0,1.0,37.0,982.0,2.0
Super built-up  Area,Ready To Move,Indira Nagar,2.0,2.0,100.0,1260.0,2.0
Super built-up  Area,Ready To Move,Rayasandra,3.0,2.0,75.17,1555.0,3.0
Built-up  Area,Ready To Move,Race Course Road,4.0,1.0,450.0,2500.0,4.0
Super built-up  Area,18-Aug,Kaggadasapura,2.0,2.0,48.0,1225.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1.0,46.0,1085.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2.0,220.0,1640.0,3.0
Built-up  Area,18-Aug,Thanisandra,3.0,1.0,110.0,1595.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,40.44,1196.0,2.0
Super built-up  Area,18-Mar,Yelahanka,3.0,1.0,108.0,1859.0,3.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2.0,1.0,60.0,1079.0,2.0
Built-up  Area,Ready To Move,Shivaji Nagar,1.0,1.0,27.0,550.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,42.0,1118.0,2.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,2.0,60.0,1198.0,2.0
Super built-up  Area,18-Jun,Chandapura,2.0,2.0,30.215,1162.5,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,2.0,135.0,1830.0,3.0
Super built-up  Area,20-Oct,Banashankari Stage VI,2.0,1.0,59.0,1160.0,2.0
Super built-up  Area,Ready To Move,Srirampuram,2.0,1.0,156.0,1485.0,3.0
Super built-up  Area,Ready To Move,Ejipura,3.0,3.0,135.0,2070.0,3.0
Plot  Area,Ready To Move,Basaveshwara Nagar,4.0,1.0,150.0,750.0,6.0
Built-up  Area,17-Mar,Kannamangala,2.0,0.0,52.5,957.0,2.0
Plot  Area,Ready To Move,Basaveshwara Nagar,4.0,1.0,310.0,2400.0,5.0
Super built-up  Area,18-Dec,Bannerghatta Road,2.0,1.0,69.0,1268.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,2.0,87.0,1450.0,3.0
Built-up  Area,Ready To Move,Manorayana Palya,2.0,2.0,75.0,1600.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,57.0,1330.0,3.0
Super built-up  Area,Ready To Move,Jakkur,2.0,2.0,65.0,1355.0,3.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,2.0,51.5,1272.0,2.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2.0,1.0,38.49,1100.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,58.0,1220.0,3.0
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1.0,46.76,1075.0,2.0
Super built-up  Area,Ready To Move,Lingarajapuram,2.0,1.0,55.0,800.0,2.0
Super built-up  Area,Ready To Move,Vasanthapura,2.0,1.0,34.82,995.0,2.0
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,1.0,1.0,44.0,900.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,1.0,42.0,1140.0,2.0
Super built-up  Area,Ready To Move,Ganga Nagar,2.0,2.0,125.0,1480.0,3.0
Super built-up  Area,18-May,Padmanabhanagar,2.0,2.0,90.63,1710.0,3.0
Super built-up  Area,21-Dec,Talaghattapura,3.0,3.0,148.0,2106.0,3.0
Plot  Area,Ready To Move,Yeshwanthpur,6.0,2.0,270.0,2400.0,9.0
Plot  Area,Ready To Move,Sadahalli,2.0,2.0,130.0,3800.0,3.0
Plot  Area,Ready To Move,Vajarahalli,3.0,2.0,120.0,800.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,2.0,104.0,1602.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,116.0,1660.0,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3.0,2.0,80.0,1549.0,3.0
Super built-up  Area,19-Mar,Marathahalli,1.0,1.0,38.0,700.0,1.0
Super built-up  Area,18-Dec,Balagere,2.0,1.0,64.0,1012.0,2.0
Super built-up  Area,19-Dec,Marathahalli,3.0,1.0,89.0,1469.0,3.0
Super built-up  Area,18-Aug,Whitefield,2.0,1.0,69.0,1216.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1.0,56.13,1065.0,2.0
Super built-up  Area,19-Mar,Thanisandra,3.0,1.0,93.15,1411.0,3.0
Super built-up  Area,Ready To Move,Pai Layout,2.0,2.0,57.5,1400.0,2.0
Super built-up  Area,Ready To Move,Hoskote,3.0,2.0,29.0,1250.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,3.0,62.0,1245.0,2.0
Super built-up  Area,Ready To Move,Choodasandra,2.0,1.0,50.0,1115.0,2.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,1.0,35.0,1000.0,2.0
Super built-up  Area,18-Mar,Panathur,3.0,0.0,71.89,1580.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,3.0,2.0,90.0,1800.0,3.0
Super built-up  Area,Ready To Move,Mathikere,2.0,2.0,130.0,1500.0,2.0
Super built-up  Area,18-Sep,Chandapura,1.0,1.0,16.45,645.0,1.0
Super built-up  Area,18-Jun,Kothannur,3.0,2.0,44.0,1275.0,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,2.0,82.0,1494.0,3.0
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,2.0,129.0,1949.0,3.0
Super built-up  Area,Ready To Move,BTM Layout,2.0,1.0,46.5,1020.0,2.0
Super built-up  Area,Ready To Move,Mysore Road,2.0,1.0,45.0,883.0,2.0
Built-up  Area,Ready To Move,Old Airport Road,4.0,2.0,280.0,3200.0,4.0
Plot  Area,Ready To Move,Uttarahalli,6.0,1.0,125.0,1680.0,6.0
Plot  Area,Ready To Move,Mysore Road,6.0,2.0,300.0,2232.0,12.0
Super built-up  Area,Ready To Move,Anand nagar,3.0,3.0,125.0,2010.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,2.0,80.0,1240.0,2.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1.0,63.0,1213.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,3.0,88.0,1835.0,3.0
Plot  Area,Ready To Move,Hoskote,10.0,3.0,185.0,1800.0,9.0
Super built-up  Area,Ready To Move,Bannerghatta Road,5.0,2.0,195.0,2932.0,4.0
Built-up  Area,Ready To Move,Whitefield,5.0,2.0,250.0,3425.0,4.0
Built-up  Area,Ready To Move,Gottigere,2.0,0.0,45.0,945.0,2.0
Super built-up  Area,Ready To Move,Sathya Layout,2.0,2.0,100.0,1504.0,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,2.0,150.0,1569.0,3.0
Super built-up  Area,Ready To Move,Harlur,3.0,2.0,130.0,1755.0,3.0
Super built-up  Area,Ready To Move,Vijayanagar,3.0,2.0,140.0,1760.0,3.0
Super built-up  Area,18-May,Hoodi,2.0,3.0,43.94,1240.0,2.0
Super built-up  Area,19-Dec,Electronics City Phase 1,3.0,2.0,72.54,1450.0,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,0.0,48.0,1000.0,2.0
Plot  Area,Ready To Move,Shivaji Nagar,1.0,1.0,306.0,3820.0,1.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,4.0,2.0,145.0,2000.0,5.0
Super built-up  Area,Ready To Move,Choodasandra,2.0,2.0,59.0,1215.0,2.0
Plot  Area,Ready To Move,5 Bedroom Farm House in Lakshmipura,6.0,2.0,550.0,26136.0,5.0
Super built-up  Area,Ready To Move,Yelachenahalli,3.0,3.0,73.5,1330.0,3.0
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2.0,1.0,75.0,1178.0,2.0
Plot  Area,18-Aug,Hulimavu,4.0,3.0,192.0,1500.0,4.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2.0,2.0,59.0,2040.0,2.0
Super built-up  Area,18-Mar,Bellandur,3.0,2.0,85.0,2000.0,3.0
Super built-up  Area,18-May,Shanti Nagar,2.0,1.0,165.0,1602.0,3.0
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4.0,1.0,130.0,1200.0,4.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,2.0,46.0,1194.0,2.0
Built-up  Area,Ready To Move,Jayamahal,3.0,1.0,220.0,1800.0,3.0
Plot  Area,Ready To Move,Dasarahalli,2.0,1.0,152.0,2400.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,3.0,108.0,1700.0,3.0
Built-up  Area,Ready To Move,Jigani,3.0,2.0,65.0,1200.0,3.0
Plot  Area,Ready To Move,Veer Sandra,3.0,0.0,72.0,1500.0,3.0
Plot  Area,Ready To Move,Karuna Nagar,3.0,2.0,165.0,1240.0,3.0
Built-up  Area,Ready To Move,Whitefield,3.0,2.0,400.0,3000.0,3.0
Built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,85.0,1737.0,3.0
Plot  Area,Ready To Move,TC Palaya,2.0,0.0,55.0,900.0,2.0
Built-up  Area,Ready To Move,Chennappa Layout,2.0,1.0,48.0,1280.0,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,2.0,85.0,1560.0,2.0
Super built-up  Area,Ready To Move,Kambipura,2.0,1.0,44.0,883.0,2.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2.0,1.0,33.0,750.0,2.0
Super built-up  Area,Ready To Move,Brookefield,3.0,3.0,140.0,2400.0,4.0
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2.0,1.0,45.0,900.0,2.0
Super built-up  Area,Ready To Move,Hormavu,2.0,1.0,49.35,1030.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,2.0,155.0,1850.0,3.0
Built-up  Area,Ready To Move,Hennur Road,3.0,1.0,110.0,1831.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2.0,1.0,38.33,1095.0,2.0
Built-up  Area,18-Jul,Electronic City Phase II,2.0,1.0,38.13,1320.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,0.0,40.72,1272.5,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,61.0,1000.0,2.0
Super built-up  Area,Ready To Move,Budigere,3.0,2.0,85.4,1820.0,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,1.0,41.0,1075.0,3.0
Plot  Area,18-May,TC Palaya,3.0,0.0,83.0,1500.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1.0,0.0,16.9,360.0,1.0
Super built-up  Area,Ready To Move,Kadugodi,1.0,0.0,40.7,925.0,1.0
Super built-up  Area,21-Dec,Electronic City,2.0,1.0,70.93,1140.0,2.0
Super built-up  Area,18-Oct,Chennammana Kere,2.0,2.0,58.4,1145.0,2.0
Super built-up  Area,Ready To Move,RMV Extension Stage 2,3.0,3.0,120.0,1862.0,3.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2.0,2.0,43.0,947.0,2.0
Built-up  Area,Ready To Move,Langford Town,4.0,2.0,211.0,7502.4383,4.0
Plot  Area,Ready To Move,Chandra Layout,3.0,2.0,195.0,700.0,3.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,2.0,40.0,1120.0,2.0
Built-up  Area,Ready To Move,Sadanand Nagar,3.0,3.0,200.0,2700.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,2.0,75.0,1805.0,3.0
Super built-up  Area,Ready To Move,Basavangudi,2.0,3.0,93.0,1100.0,2.0
Plot  Area,Ready To Move,Bommenahalli,3.0,0.0,135.0,1355.0,4.0
Built-up  Area,18-Dec,"Whietfield, ",3.0,2.0,98.0,1677.0,3.0
Built-up  Area,Ready To Move,Hosapalya,8.0,3.0,95.0,2500.0,8.0
Super built-up  Area,Ready To Move,Uttarahalli,3.0,3.0,74.0,1560.0,3.0
Super built-up  Area,Ready To Move,Arekere,3.0,2.0,150.0,2060.0,3.0
Super built-up  Area,Ready To Move,Koramangala,2.0,0.0,115.0,1716.0,3.0
Super built-up  Area,Ready To Move,Harlur,3.0,1.0,140.0,1864.0,3.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1.0,1.0,32.0,638.0,1.0
Plot  Area,Ready To Move,Sidedahalli,7.0,3.0,95.0,1200.0,9.0
Super built-up  Area,Ready To Move,Kodigehalli,9.0,2.0,170.0,1150.0,8.0
Super built-up  Area,18-Dec,Chandapura,2.0,1.0,30.0,937.0,2.0
Built-up  Area,Ready To Move,Hennur Gardens,2.0,1.0,115.0,1490.0,3.0
Super built-up  Area,Ready To Move,Frazer Town,5.0,3.0,410.0,4856.0,4.0
Plot  Area,Ready To Move,Whitefield,6.0,1.0,525.0,4003.0,4.0
Super built-up  Area,17-May,Whitefield,2.0,1.0,37.0,1100.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,48.53,1000.0,2.0
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,1.0,37.0,1060.0,2.0
Super built-up  Area,Ready To Move,Kundalahalli,2.0,1.0,91.0,1047.0,2.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,2.0,80.0,1200.0,2.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,2.0,75.0,1420.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,85.0,1539.0,3.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3.0,1.0,59.0,1550.0,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,3.0,82.0,1555.0,3.0
Plot  Area,Ready To Move,BTM Layout 1stage 9th Main,6.0,2.0,138.0,600.0,7.0
Super built-up  Area,Ready To Move,Seegehalli,3.0,3.0,68.0,1553.0,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,2.0,26.0,920.0,2.0
Super built-up  Area,Ready To Move,Jeevan bima nagar,3.0,3.0,120.0,1740.0,3.0
Super built-up  Area,Ready To Move,OMBR Layout,3.0,2.0,145.0,1855.0,3.0
Super built-up  Area,18-Mar,Kundalahalli,3.0,1.0,146.0,1724.0,3.0
Super built-up  Area,Ready To Move,B Narayanapura,2.0,2.0,60.0,1020.0,2.0
Plot  Area,Ready To Move,Banaswadi,4.0,2.0,150.0,1000.0,6.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,50.0,1250.0,3.0
Super built-up  Area,Ready To Move,Sanjay nagar,3.0,2.0,75.0,1450.0,3.0
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,80.0,1200.0,2.0
Built-up  Area,Ready To Move,Haralur Road,2.0,2.0,58.0,1140.0,2.0
Plot  Area,Ready To Move,Hoskote,5.0,2.0,110.0,900.0,5.0
Super built-up  Area,Ready To Move,Basava Nagar,1.0,1.0,16.0,550.0,1.0
Super built-up  Area,17-Oct,Bannerghatta Road,3.0,1.0,44.0,1450.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,2.0,1.0,35.07,700.0,2.0
Plot  Area,18-Jul,Whitefield,3.0,1.0,56.0,1200.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,45.0,1050.0,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,3.0,69.0,1600.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,3.0,75.0,1625.0,3.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2.0,2.0,65.0,1492.0,2.0
Super built-up  Area,18-Dec,Whitefield,5.0,0.0,157.5,2856.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,3.0,82.0,1489.0,3.0
Super built-up  Area,Ready To Move,Kanakapura,2.0,2.0,62.38,1560.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2.0,2.0,42.0,1140.0,2.0
Super built-up  Area,Ready To Move,Lavakusha Nagar,3.0,2.0,65.0,1431.0,3.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1.0,114.0,1682.0,3.0
Super built-up  Area,18-Feb,Panathur,2.0,1.0,86.26,1198.0,2.0
Plot  Area,18-May,Outer Ring Road East,3.0,2.0,325.0,3664.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,69.75,1550.0,3.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2.0,1.0,45.0,1026.0,2.0
Built-up  Area,Ready To Move,Hennur,2.0,2.0,52.0,1260.0,3.0
Plot  Area,Ready To Move,Singanayakanahalli,2.0,0.0,42.0,690.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,1.0,45.0,539.0,1.0
Built-up  Area,Ready To Move,Sarakki Nagar,4.0,1.0,85.0,1200.0,4.0
Built-up  Area,Ready To Move,Attibele,3.0,3.0,120.0,2400.0,3.0
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,79.55,1200.0,2.0
Plot  Area,Ready To Move,Kundalahalli,5.0,2.0,350.0,2500.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,40.0,1186.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,39.5,1039.0,2.0
Plot  Area,Ready To Move,Mahalakshmi Puram,5.0,3.0,233.0,1500.0,4.0
Plot  Area,Ready To Move,Gottigere,4.0,1.0,100.0,1500.0,5.0
Super built-up  Area,Ready To Move,Malleshwaram,3.0,2.0,150.0,2520.0,3.0
Built-up  Area,Ready To Move,Brookefield,2.0,2.0,66.5,1225.0,2.0
Built-up  Area,Ready To Move,Bommanahalli,2.0,2.0,72.0,1350.0,2.0
Super built-up  Area,Ready To Move,Vittal Mallya Road,2.0,2.0,300.0,1030.0,2.0
Built-up  Area,Ready To Move,Whitefield,2.0,2.0,49.6,1550.0,3.0
Super built-up  Area,Ready To Move,Hoodi,3.0,2.0,79.0,1490.0,3.0
Super built-up  Area,Ready To Move,Brindavan Nagar,3.0,2.0,111.0,1520.0,3.0
Plot  Area,Ready To Move,Whitefield,4.0,2.0,550.0,4100.0,4.0
Built-up  Area,Ready To Move,Dena Bank Colony,2.0,3.0,64.5,1391.0,3.0
Super built-up  Area,Ready To Move,Rachenahalli,2.0,2.0,50.0,1200.0,2.0
Plot  Area,Ready To Move,Kadabagere,4.0,2.0,86.0,1200.0,4.0
Plot  Area,Ready To Move,1st Block HBR Layout,6.0,3.0,500.0,2500.0,5.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,80.0,1322.0,2.0
Super built-up  Area,19-Dec,Whitefield,3.0,2.0,128.0,2173.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,75.0,1200.0,2.0
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,47.0,1200.0,2.0
Super built-up  Area,Ready To Move,Mysore Road,2.0,2.0,65.0,1170.0,2.0
Super built-up  Area,17-Dec,NRI Layout,2.0,2.0,45.56,1125.0,2.0
Super built-up  Area,18-May,Devanahalli,1.0,0.0,28.57,698.5,1.0
Super built-up  Area,Ready To Move,Seetharampalya,2.0,2.0,90.0,1250.0,2.0
Super built-up  Area,19-Dec,Chandapura,2.0,2.0,27.68,1025.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,36.0,1075.0,3.0
Super built-up  Area,Ready To Move,High grounds,2.0,2.0,190.0,1900.0,3.0
Built-up  Area,Ready To Move,Whitefield,3.0,2.0,45.0,1435.0,3.0
Super built-up  Area,18-Dec,Electronics City Phase 1,2.0,2.0,64.98,1175.0,2.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3.0
Built-up  Area,Ready To Move,Doddabidrakallu,2.0,1.0,33.0,900.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1.0,1.0,21.0,585.0,1.0
Plot  Area,Ready To Move,Jigani,5.0,2.0,230.0,3170.0,4.0
Super built-up  Area,18-May,Shanti Nagar,2.0,1.0,170.0,1602.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,42.0,1220.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,3.0,350.0,2500.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,3.0,180.0,2145.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,3.0,58.0,960.0,2.0
Super built-up  Area,Ready To Move,NGR Layout,1.0,1.0,38.0,907.0,1.0
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1.0,74.0,1210.0,2.0
Plot  Area,Ready To Move,Kammanahalli,4.0,1.0,150.0,900.0,4.0
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2.0,2.0,70.0,1230.0,2.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1.0,75.0,1350.0,3.0
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,2.0,58.0,1150.0,2.0
Super built-up  Area,19-Apr,Sarjapur,2.0,0.0,53.35,1404.0,3.0
Super built-up  Area,Ready To Move,OMBR Layout,2.0,3.0,48.0,1050.0,2.0
Plot  Area,Ready To Move,Kothanur,10.0,0.0,155.0,1020.0,8.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,56.0,1285.0,2.0
Super built-up  Area,Ready To Move,Hormavu,2.0,1.0,50.8,1018.0,2.0
Plot  Area,Ready To Move,Hoskote,3.0,2.0,57.0,1200.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,2.0,50.0,1115.0,2.0
Super built-up  Area,Ready To Move,Ejipura,3.0,3.0,95.0,1600.0,3.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2.0,1.0,80.0,1480.0,2.0
Built-up  Area,Ready To Move,Kodichikkanahalli,7.0,0.0,125.0,2500.0,5.0
Built-up  Area,Ready To Move,Kaval Byrasandra,1.0,1.0,25.0,480.0,1.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,3.0,53.0,1435.0,3.0
Built-up  Area,Ready To Move,Lingarajapuram,1.0,2.0,60.0,450.0,1.0
Super built-up  Area,Ready To Move,Austin Town,2.0,0.0,23.0,600.0,1.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,3.0,85.0,1590.0,3.0
Built-up  Area,Ready To Move,Nagavara,2.0,0.0,40.2,936.0,2.0
